lexeme                CurrentNode                     lineno  tokenName               valueIfNumber  parentNodeSymbol                isLeaf  NodeSymbol
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          expPrime                        no     expPrime
;                     TK_SEM                          45      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          otherStmts                      yes    ----
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
endwhile              TK_ENDWHILE                     46      TK_ENDWHILE             ----          iterativeStmt                   yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
d4                    TK_ID                           47      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     47      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
b5c6                  TK_ID                           47      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
/                     TK_DIV                          47      TK_DIV                  ----          highPrecedenceOp                yes    ----
----                  highPrecedenceOp                ----    ----                    ----          termPrime                       no     highPrecedenceOp
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
d5cb34567             TK_ID                           47      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          termPrime                       no     factor
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          termPrime                       no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
;                     TK_SEM                          47      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
write                 TK_WRITE                        48      TK_WRITE                ----          ioStmt                          yes    ----
----                  ioStmt                          ----    ----                    ----          stmt                            no     ioStmt
(                     TK_OP                           48      TK_OP                   ----          ioStmt                          yes    ----
d4                    TK_ID                           48      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
.                     TK_DOT                          48      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
maths                 TK_FIELDID                      48      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
----                  var                             ----    ----                    ----          ioStmt                          no     var
)                     TK_CL                           48      TK_CL                   ----          ioStmt                          yes    ----
;                     TK_SEM                          48      TK_SEM                  ----          ioStmt                          yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
write                 TK_WRITE                        49      TK_WRITE                ----          ioStmt                          yes    ----
----                  ioStmt                          ----    ----                    ----          stmt                            no     ioStmt
(                     TK_OP                           49      TK_OP                   ----          ioStmt                          yes    ----
d4                    TK_ID                           49      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
.                     TK_DOT                          49      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
physics               TK_FIELDID                      49      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
----                  var                             ----    ----                    ----          ioStmt                          no     var
)                     TK_CL                           49      TK_CL                   ----          ioStmt                          yes    ----
;                     TK_SEM                          49      TK_SEM                  ----          ioStmt                          yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
write                 TK_WRITE                        50      TK_WRITE                ----          ioStmt                          yes    ----
----                  ioStmt                          ----    ----                    ----          stmt                            no     ioStmt
(                     TK_OP                           50      TK_OP                   ----          ioStmt                          yes    ----
d4                    TK_ID                           50      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
.                     TK_DOT                          50      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
chemistry             TK_FIELDID                      50      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
----                  var                             ----    ----                    ----          ioStmt                          no     var
)                     TK_CL                           50      TK_CL                   ----          ioStmt                          yes    ----
;                     TK_SEM                          50      TK_SEM                  ----          ioStmt                          yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          otherStmts                      yes    ----
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
return                TK_RETURN                       51      TK_RETURN               ----          returnStmt                      yes    ----
----                  returnStmt                      ----    ----                    ----          stmts                           no     returnStmt
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          optionalReturn                  yes    ----
----                  optionalReturn                  ----    ----                    ----          returnStmt                      no     optionalReturn
;                     TK_SEM                          51      TK_SEM                  ----          returnStmt                      yes    ----
end                   TK_END                          52      TK_END                  ----          mainFunction                    yes    ----
