lexeme                CurrentNode                     lineno  tokenName               valueIfNumber  parentNodeSymbol                isLeaf  NodeSymbol
----                  fieldType                       ----    ----                    ----          fieldDefinition                 no     fieldType
:                     TK_COLON                        42      TK_COLON                ----          fieldDefinition                 yes    ----
height                TK_FIELDID                      42      TK_FIELDID              ----          fieldDefinition                 yes    ----
;                     TK_SEM                          42      TK_SEM                  ----          fieldDefinition                 yes    ----
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreFields                      yes    ----
----                  moreFields                      ----    ----                    ----          fieldDefinitions                no     moreFields
endrecord             TK_ENDRECORD                    43      TK_ENDRECORD            ----          typeDefinition                  yes    ----
----                  actualOrRedefined               ----    ----                    ----          typeDefinitions                 no     actualOrRedefined
----                  typeDefinitions                 ----    ----                    ----          typeDefinitions                 no     typeDefinitions
definetype            TK_DEFINETYPE                   44      TK_DEFINETYPE           ----          definetypestmt                  yes    ----
----                  definetypestmt                  ----    ----                    ----          actualOrRedefined               no     definetypestmt
union                 TK_UNION                        44      TK_UNION                ----          A                               yes    ----
----                  A                               ----    ----                    ----          definetypestmt                  no     A
#four                 TK_RUID                         44      TK_RUID                 ----          definetypestmt                  yes    ----
as                    TK_AS                           44      TK_AS                   ----          definetypestmt                  yes    ----
#shape                TK_RUID                         44      TK_RUID                 ----          definetypestmt                  yes    ----
----                  actualOrRedefined               ----    ----                    ----          typeDefinitions                 no     actualOrRedefined
----                  typeDefinitions                 ----    ----                    ----          typeDefinitions                 no     typeDefinitions
record                TK_RECORD                       45      TK_RECORD               ----          typeDefinition                  yes    ----
----                  typeDefinition                  ----    ----                    ----          actualOrRedefined               no     typeDefinition
#variantrecord        TK_RUID                         45      TK_RUID                 ----          typeDefinition                  yes    ----
type                  TK_TYPE                         46      TK_TYPE                 ----          fieldDefinition                 yes    ----
----                  fieldDefinition                 ----    ----                    ----          fieldDefinitions                no     fieldDefinition
int                   TK_INT                          46      TK_INT                  ----          primitiveDatatype               yes    ----
----                  primitiveDatatype               ----    ----                    ----          fieldType                       no     primitiveDatatype
----                  fieldType                       ----    ----                    ----          fieldDefinition                 no     fieldType
:                     TK_COLON                        46      TK_COLON                ----          fieldDefinition                 yes    ----
tag                   TK_FIELDID                      46      TK_FIELDID              ----          fieldDefinition                 yes    ----
;                     TK_SEM                          46      TK_SEM                  ----          fieldDefinition                 yes    ----
----                  fieldDefinitions                ----    ----                    ----          typeDefinition                  no     fieldDefinitions
type                  TK_TYPE                         47      TK_TYPE                 ----          fieldDefinition                 yes    ----
----                  fieldDefinition                 ----    ----                    ----          fieldDefinitions                no     fieldDefinition
#shape                TK_RUID                         47      TK_RUID                 ----          fieldType                       yes    ----
----                  fieldType                       ----    ----                    ----          fieldDefinition                 no     fieldType
:                     TK_COLON                        47      TK_COLON                ----          fieldDefinition                 yes    ----
s                     TK_FIELDID                      47      TK_FIELDID              ----          fieldDefinition                 yes    ----
;                     TK_SEM                          47      TK_SEM                  ----          fieldDefinition                 yes    ----
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreFields                      yes    ----
----                  moreFields                      ----    ----                    ----          fieldDefinitions                no     moreFields
endrecord             TK_ENDRECORD                    48      TK_ENDRECORD            ----          typeDefinition                  yes    ----
----                  actualOrRedefined               ----    ----                    ----          typeDefinitions                 no     actualOrRedefined
----                  typeDefinitions                 ----    ----                    ----          typeDefinitions                 no     typeDefinitions
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          typeDefinitions                 yes    ----
----                  typeDefinitions                 ----    ----                    ----          typeDefinitions                 no     typeDefinitions
----                  stmts                           ----    ----                    ----          mainFunction                    no     stmts
type                  TK_TYPE                         50      TK_TYPE                 ----          declaration                     yes    ----
----                  declaration                     ----    ----                    ----          declarations                    no     declaration
record                TK_RECORD                       50      TK_RECORD               ----          constructedDatatype             yes    ----
----                  constructedDatatype             ----    ----                    ----          dataType                        no     constructedDatatype
#variantrecord        TK_RUID                         50      TK_RUID                 ----          constructedDatatype             yes    ----
----                  dataType                        ----    ----                    ----          declaration                     no     dataType
:                     TK_COLON                        50      TK_COLON                ----          declaration                     yes    ----
d4                    TK_ID                           50      TK_ID                   ----          declaration                     yes    ----
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          global_or_not                   yes    ----
----                  global_or_not                   ----    ----                    ----          declaration                     no     global_or_not
;                     TK_SEM                          50      TK_SEM                  ----          declaration                     yes    ----
----                  declarations                    ----    ----                    ----          stmts                           no     declarations
type                  TK_TYPE                         51      TK_TYPE                 ----          declaration                     yes    ----
----                  declaration                     ----    ----                    ----          declarations                    no     declaration
int                   TK_INT                          51      TK_INT                  ----          primitiveDatatype               yes    ----
----                  primitiveDatatype               ----    ----                    ----          dataType                        no     primitiveDatatype
----                  dataType                        ----    ----                    ----          declaration                     no     dataType
:                     TK_COLON                        51      TK_COLON                ----          declaration                     yes    ----
b5                    TK_ID                           51      TK_ID                   ----          declaration                     yes    ----
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          global_or_not                   yes    ----
----                  global_or_not                   ----    ----                    ----          declaration                     no     global_or_not
;                     TK_SEM                          51      TK_SEM                  ----          declaration                     yes    ----
----                  declarations                    ----    ----                    ----          declarations                    no     declarations
type                  TK_TYPE                         52      TK_TYPE                 ----          declaration                     yes    ----
----                  declaration                     ----    ----                    ----          declarations                    no     declaration
int                   TK_INT                          52      TK_INT                  ----          primitiveDatatype               yes    ----
----                  primitiveDatatype               ----    ----                    ----          dataType                        no     primitiveDatatype
----                  dataType                        ----    ----                    ----          declaration                     no     dataType
:                     TK_COLON                        52      TK_COLON                ----          declaration                     yes    ----
d5cb34567             TK_ID                           52      TK_ID                   ----          declaration                     yes    ----
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          global_or_not                   yes    ----
----                  global_or_not                   ----    ----                    ----          declaration                     no     global_or_not
;                     TK_SEM                          52      TK_SEM                  ----          declaration                     yes    ----
----                  declarations                    ----    ----                    ----          declarations                    no     declarations
type                  TK_TYPE                         53      TK_TYPE                 ----          declaration                     yes    ----
----                  declaration                     ----    ----                    ----          declarations                    no     declaration
record                TK_RECORD                       53      TK_RECORD               ----          constructedDatatype             yes    ----
----                  constructedDatatype             ----    ----                    ----          dataType                        no     constructedDatatype
#variantrecord        TK_RUID                         53      TK_RUID                 ----          constructedDatatype             yes    ----
----                  dataType                        ----    ----                    ----          declaration                     no     dataType
:                     TK_COLON                        53      TK_COLON                ----          declaration                     yes    ----
b5c6                  TK_ID                           53      TK_ID                   ----          declaration                     yes    ----
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          global_or_not                   yes    ----
----                  global_or_not                   ----    ----                    ----          declaration                     no     global_or_not
;                     TK_SEM                          53      TK_SEM                  ----          declaration                     yes    ----
----                  declarations                    ----    ----                    ----          declarations                    no     declarations
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          declarations                    yes    ----
----                  declarations                    ----    ----                    ----          declarations                    no     declarations
b5c6                  TK_ID                           54      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     54      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
b5c6                  TK_ID                           54      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
tag                   TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
+                     TK_PLUS                         54      TK_PLUS                 ----          lowPrecedenceOp                 yes    ----
----                  lowPrecedenceOp                 ----    ----                    ----          expPrime                        no     lowPrecedenceOp
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
d4                    TK_ID                           54      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
s                     TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
ln                    TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
beginpoint            TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
x                     TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          expPrime                        no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
-                     TK_MINUS                        54      TK_MINUS                ----          lowPrecedenceOp                 yes    ----
----                  lowPrecedenceOp                 ----    ----                    ----          expPrime                        no     lowPrecedenceOp
----                  expPrime                        ----    ----                    ----          expPrime                        no     expPrime
b5c6                  TK_ID                           54      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
s                     TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
tr                    TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
base                  TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
beginpoint            TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
.                     TK_DOT                          54      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
y                     TK_FIELDID                      54      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          expPrime                        no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          expPrime                        no     expPrime
;                     TK_SEM                          54      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          stmts                           no     otherStmts
b5                    TK_ID                           55      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     55      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
b5                    TK_ID                           55      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
+                     TK_PLUS                         55      TK_PLUS                 ----          lowPrecedenceOp                 yes    ----
----                  lowPrecedenceOp                 ----    ----                    ----          expPrime                        no     lowPrecedenceOp
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
1                     TK_NUM                          55      TK_NUM                  1             var                             yes    ----
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          expPrime                        no     term
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          expPrime                        no     expPrime
;                     TK_SEM                          55      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
d4                    TK_ID                           56      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          assignmentStmt                  no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  assignmentStmt                  ----    ----                    ----          stmt                            no     assignmentStmt
<---                  TK_ASSIGNOP                     56      TK_ASSIGNOP             ----          assignmentStmt                  yes    ----
b5c6                  TK_ID                           56      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          term                            no     factor
----                  term                            ----    ----                    ----          arithmeticExpression            no     term
/                     TK_DIV                          56      TK_DIV                  ----          highPrecedenceOp                yes    ----
----                  highPrecedenceOp                ----    ----                    ----          termPrime                       no     highPrecedenceOp
----                  termPrime                       ----    ----                    ----          term                            no     termPrime
d5cb34567             TK_ID                           56      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          factor                          no     var
----                  factor                          ----    ----                    ----          termPrime                       no     factor
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          termPrime                       yes    ----
----                  termPrime                       ----    ----                    ----          termPrime                       no     termPrime
----                  arithmeticExpression            ----    ----                    ----          assignmentStmt                  no     arithmeticExpression
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          expPrime                        yes    ----
----                  expPrime                        ----    ----                    ----          arithmeticExpression            no     expPrime
;                     TK_SEM                          56      TK_SEM                  ----          assignmentStmt                  yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
write                 TK_WRITE                        57      TK_WRITE                ----          ioStmt                          yes    ----
----                  ioStmt                          ----    ----                    ----          stmt                            no     ioStmt
(                     TK_OP                           57      TK_OP                   ----          ioStmt                          yes    ----
d4                    TK_ID                           57      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          option_single_constructed       yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  var                             ----    ----                    ----          ioStmt                          no     var
)                     TK_CL                           57      TK_CL                   ----          ioStmt                          yes    ----
;                     TK_SEM                          57      TK_SEM                  ----          ioStmt                          yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
write                 TK_WRITE                        58      TK_WRITE                ----          ioStmt                          yes    ----
----                  ioStmt                          ----    ----                    ----          stmt                            no     ioStmt
(                     TK_OP                           58      TK_OP                   ----          ioStmt                          yes    ----
d4                    TK_ID                           58      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
.                     TK_DOT                          58      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
s                     TK_FIELDID                      58      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
.                     TK_DOT                          58      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
ln                    TK_FIELDID                      58      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
.                     TK_DOT                          58      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
beginpoint            TK_FIELDID                      58      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
.                     TK_DOT                          58      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          moreExpansions                  no     oneExpansion
x                     TK_FIELDID                      58      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          moreExpansions                  no     moreExpansions
----                  var                             ----    ----                    ----          ioStmt                          no     var
)                     TK_CL                           58      TK_CL                   ----          ioStmt                          yes    ----
;                     TK_SEM                          58      TK_SEM                  ----          ioStmt                          yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
write                 TK_WRITE                        59      TK_WRITE                ----          ioStmt                          yes    ----
----                  ioStmt                          ----    ----                    ----          stmt                            no     ioStmt
(                     TK_OP                           59      TK_OP                   ----          ioStmt                          yes    ----
b5c6                  TK_ID                           59      TK_ID                   ----          singleOrRecId                   yes    ----
----                  singleOrRecId                   ----    ----                    ----          var                             no     singleOrRecId
.                     TK_DOT                          59      TK_DOT                  ----          oneExpansion                    yes    ----
----                  oneExpansion                    ----    ----                    ----          option_single_constructed       no     oneExpansion
tag                   TK_FIELDID                      59      TK_FIELDID              ----          oneExpansion                    yes    ----
----                  option_single_constructed       ----    ----                    ----          singleOrRecId                   no     option_single_constructed
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          moreExpansions                  yes    ----
----                  moreExpansions                  ----    ----                    ----          option_single_constructed       no     moreExpansions
----                  var                             ----    ----                    ----          ioStmt                          no     var
)                     TK_CL                           59      TK_CL                   ----          ioStmt                          yes    ----
;                     TK_SEM                          59      TK_SEM                  ----          ioStmt                          yes    ----
----                  stmt                            ----    ----                    ----          otherStmts                      no     stmt
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          otherStmts                      yes    ----
----                  otherStmts                      ----    ----                    ----          otherStmts                      no     otherStmts
return                TK_RETURN                       60      TK_RETURN               ----          returnStmt                      yes    ----
----                  returnStmt                      ----    ----                    ----          stmts                           no     returnStmt
----                  TK_ASSIGNOP                     0       TK_ASSIGNOP             ----          optionalReturn                  yes    ----
----                  optionalReturn                  ----    ----                    ----          returnStmt                      no     optionalReturn
;                     TK_SEM                          60      TK_SEM                  ----          returnStmt                      yes    ----
end                   TK_END                          61      TK_END                  ----          mainFunction                    yes    ----
