
Line No.    Lexeme                          Token                   HasVal    Value          
146         ]                               TK_SQR                  no        ----           
146         ;                               TK_SEM                  no        ----           
147         write                           TK_WRITE                no        ----           
147         (                               TK_OP                   no        ----           
147         c4c4                            TK_ID                   no        ----           
147         )                               TK_CL                   no        ----           
147         ;                               TK_SEM                  no        ----           
148         endif                           TK_ENDIF                no        ----           
150         d2d2                            TK_ID                   no        ----           
150         <---                            TK_ASSIGNOP             no        ----           
150         d2d2                            TK_ID                   no        ----           
150         +                               TK_PLUS                 no        ----           
150         1                               TK_NUM                  yes       1              
150         ;                               TK_SEM                  no        ----           
151         endwhile                        TK_ENDWHILE             no        ----           
153         %                               TK_COMMENT              no        ----           
154         %                               TK_COMMENT              no        ----           
155         if                              TK_IF                   no        ----           
155         (                               TK_OP                   no        ----           
155         (                               TK_OP                   no        ----           
155         b2b2                            TK_ID                   no        ----           
155         .                               TK_DOT                  no        ----           
155         enginedata                      TK_FIELDID              no        ----           
155         .                               TK_DOT                  no        ----           
155         horsepower                      TK_FIELDID              no        ----           
155         >                               TK_GT                   no        ----           
155         300                             TK_NUM                  yes       300            
155         )                               TK_CL                   no        ----           
155         &&&                             TK_AND                  no        ----           
155         (                               TK_OP                   no        ----           
155         ~                               TK_NOT                  no        ----           
155         (                               TK_OP                   no        ----           
155         b2b2                            TK_ID                   no        ----           
155         .                               TK_DOT                  no        ----           
155         bodydata                        TK_FIELDID              no        ----           
155         .                               TK_DOT                  no        ----           
155         weight                          TK_FIELDID              no        ----           
155         ==                              TK_EQ                   no        ----           
155         2000                            TK_NUM                  yes       2000           
155         )                               TK_CL                   no        ----           
155         )                               TK_CL                   no        ----           
155         @@@                             TK_OR                   no        ----           
155         (                               TK_OP                   no        ----           
155         c2c2                            TK_ID                   no        ----           
155         .                               TK_DOT                  no        ----           
155         id                              TK_FIELDID              no        ----           
155         <                               TK_LT                   no        ----           
155         1000                            TK_NUM                  yes       1000           
155         )                               TK_CL                   no        ----           
155         )                               TK_CL                   no        ----           
155         then                            TK_THEN                 no        ----           
156         write                           TK_WRITE                no        ----           
156         (                               TK_OP                   no        ----           
156         1                               TK_NUM                  yes       1              
156         )                               TK_CL                   no        ----           
156         ;                               TK_SEM                  no        ----           
157         else                            TK_ELSE                 no        ----           
158         write                           TK_WRITE                no        ----           
158         (                               TK_OP                   no        ----           
158         0                               TK_NUM                  yes       0              
158         )                               TK_CL                   no        ----           
158         ;                               TK_SEM                  no        ----           
159         endif                           TK_ENDIF                no        ----           
161         %                               TK_COMMENT              no        ----           
162         c5c5                            TK_ID                   no        ----           
162         <---                            TK_ASSIGNOP             no        ----           
162         1.44                            TK_RNUM                 yes       1.4400         
162         444444444                       TK_NUM                  yes       444444444      
162         E                               TK_ERROR                ---       Unknown Symbol <E>
162         +                               TK_PLUS                 no        ----           
162         01                              TK_NUM                  yes       1              
162         ;                               TK_SEM                  no        ----           
163         [                               TK_SQL                  no        ----           
163         d3d3                            TK_ID                   no        ----           
163         ]                               TK_SQR                  no        ----           
163         <---                            TK_ASSIGNOP             no        ----           
163         call                            TK_CALL                 no        ----           
163         _verify999                      TK_FUNID                no        ----           
163         status                          TK_FIELDID              no        ----           
163         with                            TK_WITH                 no        ----           
163         parameters                      TK_PARAMETERS           no        ----           
163         [                               TK_SQL                  no        ----           
163         c5c5                            TK_ID                   no        ----           
163         ]                               TK_SQR                  no        ----           
163         ;                               TK_SEM                  no        ----           
165         %                               TK_COMMENT              no        ----           
166         c4c4                            TK_ID                   no        ----           
166         <---                            TK_ASSIGNOP             no        ----           
166         (                               TK_OP                   no        ----           
166         (                               TK_OP                   no        ----           
166         (                               TK_OP                   no        ----           
166         b2b2                            TK_ID                   no        ----           
166         .                               TK_DOT                  no        ----           
166         enginedata                      TK_FIELDID              no        ----           
166         .                               TK_DOT                  no        ----           
166         displacement                    TK_FIELDID              no        ----           
166         *                               TK_MUL                  no        ----           
166         10.00                           TK_RNUM                 yes       10.0000        
166         )                               TK_CL                   no        ----           
166         +                               TK_PLUS                 no        ----           
166         (                               TK_OP                   no        ----           
166         b3b3                            TK_ID                   no        ----           
166         .                               TK_DOT                  no        ----           
166         enginedata                      TK_FIELDID              no        ----           
166         .                               TK_DOT                  no        ----           
166         displacement                    TK_FIELDID              no        ----           
166         *                               TK_MUL                  no        ----           
166         5.00                            TK_RNUM                 yes       5.0000         
166         )                               TK_CL                   no        ----           
166         )                               TK_CL                   no        ----           
166         /                               TK_DIV                  no        ----           
166         2.00                            TK_RNUM                 yes       2.0000         
166         )                               TK_CL                   no        ----           
166         -                               TK_MINUS                no        ----           
166         (                               TK_OP                   no        ----           
166         1.50E-02                        TK_RNUM                 yes       0.0150         
166         *                               TK_MUL                  no        ----           
166         100.00                          TK_RNUM                 yes       100.0000       
166         )                               TK_CL                   no        ----           
166         ;                               TK_SEM                  no        ----           
168         d2d2                            TK_ID                   no        ----           
168         <---                            TK_ASSIGNOP             no        ----           
168         0                               TK_NUM                  yes       0              
168         ;                               TK_SEM                  no        ----           
169         while                           TK_WHILE                no        ----           
169         (                               TK_OP                   no        ----           
169         d2d2                            TK_ID                   no        ----           
169         <                               TK_LT                   no        ----           
169         100                             TK_NUM                  yes       100            
169         )                               TK_CL                   no        ----           
170         c4c4                            TK_ID                   no        ----           
170         <---                            TK_ASSIGNOP             no        ----           
170         c4c4                            TK_ID                   no        ----           
170         +                               TK_PLUS                 no        ----           
170         0.01                            TK_RNUM                 yes       0.0100         
170         ;                               TK_SEM                  no        ----           
171         d2d2                            TK_ID                   no        ----           
171         <---                            TK_ASSIGNOP             no        ----           
171         d2d2                            TK_ID                   no        ----           
171         +                               TK_PLUS                 no        ----           
171         1                               TK_NUM                  yes       1              
171         ;                               TK_SEM                  no        ----           
172         endwhile                        TK_ENDWHILE             no        ----           
173         write                           TK_WRITE                no        ----           
173         (                               TK_OP                   no        ----           
173         c4c4                            TK_ID                   no        ----           
173         )                               TK_CL                   no        ----           
173         ;                               TK_SEM                  no        ----           
175         d2d2                            TK_ID                   no        ----           
175         <---                            TK_ASSIGNOP             no        ----           
175         0                               TK_NUM                  yes       0              
175         ;                               TK_SEM                  no        ----           
176         while                           TK_WHILE                no        ----           
176         (                               TK_OP                   no        ----           
176         d2d2                            TK_ID                   no        ----           
176         <                               TK_LT                   no        ----           
176         100                             TK_NUM                  yes       100            
176         )                               TK_CL                   no        ----           
177         c4c4                            TK_ID                   no        ----           
177         <---                            TK_ASSIGNOP             no        ----           
177         c4c4                            TK_ID                   no        ----           
177         -                               TK_MINUS                no        ----           
177         0.01                            TK_RNUM                 yes       0.0100         
177         ;                               TK_SEM                  no        ----           
178         d2d2                            TK_ID                   no        ----           
178         <---                            TK_ASSIGNOP             no        ----           
178         d2d2                            TK_ID                   no        ----           
178         +                               TK_PLUS                 no        ----           
178         1                               TK_NUM                  yes       1              
178         ;                               TK_SEM                  no        ----           
179         endwhile                        TK_ENDWHILE             no        ----           
180         write                           TK_WRITE                no        ----           
180         (                               TK_OP                   no        ----           
180         c4c4                            TK_ID                   no        ----           
180         )                               TK_CL                   no        ----           
180         ;                               TK_SEM                  no        ----           
182         d2d2                            TK_ID                   no        ----           
182         <---                            TK_ASSIGNOP             no        ----           
182         0                               TK_NUM                  yes       0              
182         ;                               TK_SEM                  no        ----           
183         while                           TK_WHILE                no        ----           
183         (                               TK_OP                   no        ----           
183         d2d2                            TK_ID                   no        ----           
183         <                               TK_LT                   no        ----           
183         100                             TK_NUM                  yes       100            
183         )                               TK_CL                   no        ----           
184         c4c4                            TK_ID                   no        ----           
184         <---                            TK_ASSIGNOP             no        ----           
184         c4c4                            TK_ID                   no        ----           
184         *                               TK_MUL                  no        ----           
184         1.01                            TK_RNUM                 yes       1.0100         
184         ;                               TK_SEM                  no        ----           
185         d2d2                            TK_ID                   no        ----           
185         <---                            TK_ASSIGNOP             no        ----           
185         d2d2                            TK_ID                   no        ----           
185         +                               TK_PLUS                 no        ----           
185         1                               TK_NUM                  yes       1              
185         ;                               TK_SEM                  no        ----           
186         endwhile                        TK_ENDWHILE             no        ----           
187         write                           TK_WRITE                no        ----           
187         (                               TK_OP                   no        ----           
187         c4c4                            TK_ID                   no        ----           
187         )                               TK_CL                   no        ----           
187         ;                               TK_SEM                  no        ----           
189         d2d2                            TK_ID                   no        ----           
189         <---                            TK_ASSIGNOP             no        ----           
189         0                               TK_NUM                  yes       0              
189         ;                               TK_SEM                  no        ----           
190         while                           TK_WHILE                no        ----           
190         (                               TK_OP                   no        ----           
190         d2d2                            TK_ID                   no        ----           
190         <                               TK_LT                   no        ----           
190         100                             TK_NUM                  yes       100            
190         )                               TK_CL                   no        ----           
191         c4c4                            TK_ID                   no        ----           
191         <---                            TK_ASSIGNOP             no        ----           
191         c4c4                            TK_ID                   no        ----           
191         /                               TK_DIV                  no        ----           
191         1.01                            TK_RNUM                 yes       1.0100         
191         ;                               TK_SEM                  no        ----           
192         d2d2                            TK_ID                   no        ----           
192         <---                            TK_ASSIGNOP             no        ----           
192         d2d2                            TK_ID                   no        ----           
192         +                               TK_PLUS                 no        ----           
192         1                               TK_NUM                  yes       1              
192         ;                               TK_SEM                  no        ----           
193         endwhile                        TK_ENDWHILE             no        ----           
194         write                           TK_WRITE                no        ----           
194         (                               TK_OP                   no        ----           
194         c4c4                            TK_ID                   no        ----           
194         )                               TK_CL                   no        ----           
194         ;                               TK_SEM                  no        ----           
196         d2d2                            TK_ID                   no        ----           
196         <---                            TK_ASSIGNOP             no        ----           
196         0                               TK_NUM                  yes       0              
196         ;                               TK_SEM                  no        ----           
197         while                           TK_WHILE                no        ----           
197         (                               TK_OP                   no        ----           
197         d2d2                            TK_ID                   no        ----           
197         <                               TK_LT                   no        ----           
197         100                             TK_NUM                  yes       100            
197         )                               TK_CL                   no        ----           
198         c4c4                            TK_ID                   no        ----           
198         <---                            TK_ASSIGNOP             no        ----           
198         c4c4                            TK_ID                   no        ----           
198         +                               TK_PLUS                 no        ----           
198         0.01                            TK_RNUM                 yes       0.0100         
198         ;                               TK_SEM                  no        ----           
199         d2d2                            TK_ID                   no        ----           
199         <---                            TK_ASSIGNOP             no        ----           
199         d2d2                            TK_ID                   no        ----           
199         +                               TK_PLUS                 no        ----           
199         1                               TK_NUM                  yes       1              
199         ;                               TK_SEM                  no        ----           
200         endwhile                        TK_ENDWHILE             no        ----           
201         write                           TK_WRITE                no        ----           
201         (                               TK_OP                   no        ----           
201         c4c4                            TK_ID                   no        ----           
201         )                               TK_CL                   no        ----           
201         ;                               TK_SEM                  no        ----           
203         d2d2                            TK_ID                   no        ----           
203         <---                            TK_ASSIGNOP             no        ----           
203         0                               TK_NUM                  yes       0              
203         ;                               TK_SEM                  no        ----           
204         while                           TK_WHILE                no        ----           
204         (                               TK_OP                   no        ----           
204         d2d2                            TK_ID                   no        ----           
204         <                               TK_LT                   no        ----           
204         100                             TK_NUM                  yes       100            
204         )                               TK_CL                   no        ----           
205         c4c4                            TK_ID                   no        ----           
205         <---                            TK_ASSIGNOP             no        ----           
205         c4c4                            TK_ID                   no        ----           
205         -                               TK_MINUS                no        ----           
205         0.01                            TK_RNUM                 yes       0.0100         
205         ;                               TK_SEM                  no        ----           
206         d2d2                            TK_ID                   no        ----           
206         <---                            TK_ASSIGNOP             no        ----           
206         d2d2                            TK_ID                   no        ----           
206         +                               TK_PLUS                 no        ----           
206         1                               TK_NUM                  yes       1              
206         ;                               TK_SEM                  no        ----           
207         endwhile                        TK_ENDWHILE             no        ----           
208         write                           TK_WRITE                no        ----           
208         (                               TK_OP                   no        ----           
208         c4c4                            TK_ID                   no        ----           
208         )                               TK_CL                   no        ----           
208         ;                               TK_SEM                  no        ----           
210         d2d2                            TK_ID                   no        ----           
210         <---                            TK_ASSIGNOP             no        ----           
210         0                               TK_NUM                  yes       0              
210         ;                               TK_SEM                  no        ----           
211         while                           TK_WHILE                no        ----           
211         (                               TK_OP                   no        ----           
211         d2d2                            TK_ID                   no        ----           
211         <                               TK_LT                   no        ----           
211         100                             TK_NUM                  yes       100            
211         )                               TK_CL                   no        ----           
212         c4c4                            TK_ID                   no        ----           
212         <---                            TK_ASSIGNOP             no        ----           
212         c4c4                            TK_ID                   no        ----           
212         *                               TK_MUL                  no        ----           
212         1.01                            TK_RNUM                 yes       1.0100         
212         ;                               TK_SEM                  no        ----           
213         d2d2                            TK_ID                   no        ----           
213         <---                            TK_ASSIGNOP             no        ----           
213         d2d2                            TK_ID                   no        ----           
213         +                               TK_PLUS                 no        ----           
213         1                               TK_NUM                  yes       1              
213         ;                               TK_SEM                  no        ----           
214         endwhile                        TK_ENDWHILE             no        ----           
215         write                           TK_WRITE                no        ----           
215         (                               TK_OP                   no        ----           
215         c4c4                            TK_ID                   no        ----           
215         )                               TK_CL                   no        ----           
215         ;                               TK_SEM                  no        ----           
217         d2d2                            TK_ID                   no        ----           
217         <---                            TK_ASSIGNOP             no        ----           
217         0                               TK_NUM                  yes       0              
217         ;                               TK_SEM                  no        ----           
218         while                           TK_WHILE                no        ----           
218         (                               TK_OP                   no        ----           
218         d2d2                            TK_ID                   no        ----           
218         <                               TK_LT                   no        ----           
218         100                             TK_NUM                  yes       100            
218         )                               TK_CL                   no        ----           
219         c4c4                            TK_ID                   no        ----           
219         <---                            TK_ASSIGNOP             no        ----           
219         c4c4                            TK_ID                   no        ----           
219         /                               TK_DIV                  no        ----           
219         1.01                            TK_RNUM                 yes       1.0100         
219         ;                               TK_SEM                  no        ----           
220         d2d2                            TK_ID                   no        ----           
220         <---                            TK_ASSIGNOP             no        ----           
220         d2d2                            TK_ID                   no        ----           
220         +                               TK_PLUS                 no        ----           
220         1                               TK_NUM                  yes       1              
220         ;                               TK_SEM                  no        ----           
221         endwhile                        TK_ENDWHILE             no        ----           
222         write                           TK_WRITE                no        ----           
222         (                               TK_OP                   no        ----           
222         c4c4                            TK_ID                   no        ----           
222         )                               TK_CL                   no        ----           
222         ;                               TK_SEM                  no        ----           
224         d2d2                            TK_ID                   no        ----           
224         <---                            TK_ASSIGNOP             no        ----           
224         0                               TK_NUM                  yes       0              
224         ;                               TK_SEM                  no        ----           
225         while                           TK_WHILE                no        ----           
225         (                               TK_OP                   no        ----           
225         d2d2                            TK_ID                   no        ----           
225         <                               TK_LT                   no        ----           
225         100                             TK_NUM                  yes       100            
225         )                               TK_CL                   no        ----           
226         c4c4                            TK_ID                   no        ----           
226         <---                            TK_ASSIGNOP             no        ----           
226         c4c4                            TK_ID                   no        ----           
226         +                               TK_PLUS                 no        ----           
226         0.01                            TK_RNUM                 yes       0.0100         
226         ;                               TK_SEM                  no        ----           
227         d2d2                            TK_ID                   no        ----           
227         <---                            TK_ASSIGNOP             no        ----           
227         d2d2                            TK_ID                   no        ----           
227         +                               TK_PLUS                 no        ----           
227         1                               TK_NUM                  yes       1              
227         ;                               TK_SEM                  no        ----           
228         endwhile                        TK_ENDWHILE             no        ----           
229         write                           TK_WRITE                no        ----           
229         (                               TK_OP                   no        ----           
229         c4c4                            TK_ID                   no        ----           
229         )                               TK_CL                   no        ----           
229         ;                               TK_SEM                  no        ----           
231         d2d2                            TK_ID                   no        ----           
231         <---                            TK_ASSIGNOP             no        ----           
231         0                               TK_NUM                  yes       0              
231         ;                               TK_SEM                  no        ----           
232         while                           TK_WHILE                no        ----           
232         (                               TK_OP                   no        ----           
232         d2d2                            TK_ID                   no        ----           
232         <                               TK_LT                   no        ----           
232         100                             TK_NUM                  yes       100            
232         )                               TK_CL                   no        ----           
233         c4c4                            TK_ID                   no        ----           
233         <---                            TK_ASSIGNOP             no        ----           
233         c4c4                            TK_ID                   no        ----           
233         -                               TK_MINUS                no        ----           
233         0.01                            TK_RNUM                 yes       0.0100         
233         ;                               TK_SEM                  no        ----           
234         d2d2                            TK_ID                   no        ----           
234         <---                            TK_ASSIGNOP             no        ----           
234         d2d2                            TK_ID                   no        ----           
234         +                               TK_PLUS                 no        ----           
234         1                               TK_NUM                  yes       1              
234         ;                               TK_SEM                  no        ----           
235         endwhile                        TK_ENDWHILE             no        ----           
236         write                           TK_WRITE                no        ----           
236         (                               TK_OP                   no        ----           
236         c4c4                            TK_ID                   no        ----           
236         )                               TK_CL                   no        ----           
236         ;                               TK_SEM                  no        ----           
238         d2d2                            TK_ID                   no        ----           
238         <---                            TK_ASSIGNOP             no        ----           
238         0                               TK_NUM                  yes       0              
238         ;                               TK_SEM                  no        ----           
239         while                           TK_WHILE                no        ----           
239         (                               TK_OP                   no        ----           
239         d2d2                            TK_ID                   no        ----           
239         <                               TK_LT                   no        ----           
239         100                             TK_NUM                  yes       100            
239         )                               TK_CL                   no        ----           
240         c4c4                            TK_ID                   no        ----           
240         <---                            TK_ASSIGNOP             no        ----           
240         c4c4                            TK_ID                   no        ----           
240         *                               TK_MUL                  no        ----           
240         1.01                            TK_RNUM                 yes       1.0100         
240         ;                               TK_SEM                  no        ----           
241         d2d2                            TK_ID                   no        ----           
241         <---                            TK_ASSIGNOP             no        ----           
241         d2d2                            TK_ID                   no        ----           
241         +                               TK_PLUS                 no        ----           
241         1                               TK_NUM                  yes       1              
241         ;                               TK_SEM                  no        ----           
242         endwhile                        TK_ENDWHILE             no        ----           
243         write                           TK_WRITE                no        ----           
243         (                               TK_OP                   no        ----           
243         c4c4                            TK_ID                   no        ----           
243         )                               TK_CL                   no        ----           
243         ;                               TK_SEM                  no        ----           
245         d2d2                            TK_ID                   no        ----           
245         <---                            TK_ASSIGNOP             no        ----           
245         0                               TK_NUM                  yes       0              
245         ;                               TK_SEM                  no        ----           
246         while                           TK_WHILE                no        ----           
246         (                               TK_OP                   no        ----           
246         d2d2                            TK_ID                   no        ----           
246         <                               TK_LT                   no        ----           
246         100                             TK_NUM                  yes       100            
246         )                               TK_CL                   no        ----           
247         c4c4                            TK_ID                   no        ----           
247         <---                            TK_ASSIGNOP             no        ----           
247         c4c4                            TK_ID                   no        ----           
247         /                               TK_DIV                  no        ----           
247         1.01                            TK_RNUM                 yes       1.0100         
247         ;                               TK_SEM                  no        ----           
248         d2d2                            TK_ID                   no        ----           
248         <---                            TK_ASSIGNOP             no        ----           
248         d2d2                            TK_ID                   no        ----           
248         +                               TK_PLUS                 no        ----           
248         1                               TK_NUM                  yes       1              
248         ;                               TK_SEM                  no        ----           
249         endwhile                        TK_ENDWHILE             no        ----           
250         write                           TK_WRITE                no        ----           
250         (                               TK_OP                   no        ----           
250         c4c4                            TK_ID                   no        ----           
250         )                               TK_CL                   no        ----           
250         ;                               TK_SEM                  no        ----           
252         d2d2                            TK_ID                   no        ----           
252         <---                            TK_ASSIGNOP             no        ----           
252         0                               TK_NUM                  yes       0              
252         ;                               TK_SEM                  no        ----           
253         while                           TK_WHILE                no        ----           
253         (                               TK_OP                   no        ----           
253         d2d2                            TK_ID                   no        ----           
253         <                               TK_LT                   no        ----           
253         100                             TK_NUM                  yes       100            
253         )                               TK_CL                   no        ----           
254         c4c4                            TK_ID                   no        ----           
254         <---                            TK_ASSIGNOP             no        ----           
254         c4c4                            TK_ID                   no        ----           
254         +                               TK_PLUS                 no        ----           
254         0.01                            TK_RNUM                 yes       0.0100         
254         ;                               TK_SEM                  no        ----           
255         d2d2                            TK_ID                   no        ----           
255         <---                            TK_ASSIGNOP             no        ----           
255         d2d2                            TK_ID                   no        ----           
255         +                               TK_PLUS                 no        ----           
255         1                               TK_NUM                  yes       1              
255         ;                               TK_SEM                  no        ----           
256         endwhile                        TK_ENDWHILE             no        ----           
257         write                           TK_WRITE                no        ----           
257         (                               TK_OP                   no        ----           
257         c4c4                            TK_ID                   no        ----           
257         )                               TK_CL                   no        ----           
257         ;                               TK_SEM                  no        ----           
259         d2d2                            TK_ID                   no        ----           
259         <---                            TK_ASSIGNOP             no        ----           
259         0                               TK_NUM                  yes       0              
259         ;                               TK_SEM                  no        ----           
260         while                           TK_WHILE                no        ----           
260         (                               TK_OP                   no        ----           
260         d2d2                            TK_ID                   no        ----           
260         <                               TK_LT                   no        ----           
260         100                             TK_NUM                  yes       100            
260         )                               TK_CL                   no        ----           
261         c4c4                            TK_ID                   no        ----           
261         <---                            TK_ASSIGNOP             no        ----           
261         c4c4                            TK_ID                   no        ----           
261         -                               TK_MINUS                no        ----           
261         0.01                            TK_RNUM                 yes       0.0100         
261         ;                               TK_SEM                  no        ----           
262         d2d2                            TK_ID                   no        ----           
262         <---                            TK_ASSIGNOP             no        ----           
262         d2d2                            TK_ID                   no        ----           
262         +                               TK_PLUS                 no        ----           
262         1                               TK_NUM                  yes       1              
262         ;                               TK_SEM                  no        ----           
263         endwhile                        TK_ENDWHILE             no        ----           
264         write                           TK_WRITE                no        ----           
264         (                               TK_OP                   no        ----           
264         c4c4                            TK_ID                   no        ----           
264         )                               TK_CL                   no        ----           
264         ;                               TK_SEM                  no        ----           
266         d2d2                            TK_ID                   no        ----           
266         <---                            TK_ASSIGNOP             no        ----           
266         0                               TK_NUM                  yes       0              
266         ;                               TK_SEM                  no        ----           
267         while                           TK_WHILE                no        ----           
267         (                               TK_OP                   no        ----           
267         d2d2                            TK_ID                   no        ----           
267         <                               TK_LT                   no        ----           
267         100                             TK_NUM                  yes       100            
267         )                               TK_CL                   no        ----           
268         c4c4                            TK_ID                   no        ----           
268         <---                            TK_ASSIGNOP             no        ----           
268         c4c4                            TK_ID                   no        ----           
268         *                               TK_MUL                  no        ----           
268         1.01                            TK_RNUM                 yes       1.0100         
268         ;                               TK_SEM                  no        ----           
269         d2d2                            TK_ID                   no        ----           
269         <---                            TK_ASSIGNOP             no        ----           
269         d2d2                            TK_ID                   no        ----           
269         +                               TK_PLUS                 no        ----           
269         1                               TK_NUM                  yes       1              
269         ;                               TK_SEM                  no        ----           
270         endwhile                        TK_ENDWHILE             no        ----           
271         write                           TK_WRITE                no        ----           
271         (                               TK_OP                   no        ----           
271         c4c4                            TK_ID                   no        ----           
271         )                               TK_CL                   no        ----           
271         ;                               TK_SEM                  no        ----           
273         d2d2                            TK_ID                   no        ----           
273         <---                            TK_ASSIGNOP             no        ----           
273         0                               TK_NUM                  yes       0              
273         ;                               TK_SEM                  no        ----           
274         while                           TK_WHILE                no        ----           
274         (                               TK_OP                   no        ----           
274         d2d2                            TK_ID                   no        ----           
274         <                               TK_LT                   no        ----           
274         100                             TK_NUM                  yes       100            
274         )                               TK_CL                   no        ----           
275         c4c4                            TK_ID                   no        ----           
275         <---                            TK_ASSIGNOP             no        ----           
275         c4c4                            TK_ID                   no        ----           
275         /                               TK_DIV                  no        ----           
275         1.01                            TK_RNUM                 yes       1.0100         
275         ;                               TK_SEM                  no        ----           
276         d2d2                            TK_ID                   no        ----           
276         <---                            TK_ASSIGNOP             no        ----           
276         d2d2                            TK_ID                   no        ----           
276         +                               TK_PLUS                 no        ----           
276         1                               TK_NUM                  yes       1              
276         ;                               TK_SEM                  no        ----           
277         endwhile                        TK_ENDWHILE             no        ----           
278         write                           TK_WRITE                no        ----           
278         (                               TK_OP                   no        ----           
278         c4c4                            TK_ID                   no        ----           
278         )                               TK_CL                   no        ----           
278         ;                               TK_SEM                  no        ----           
280         d2d2                            TK_ID                   no        ----           
280         <---                            TK_ASSIGNOP             no        ----           
280         0                               TK_NUM                  yes       0              
280         ;                               TK_SEM                  no        ----           
281         while                           TK_WHILE                no        ----           
281         (                               TK_OP                   no        ----           
281         d2d2                            TK_ID                   no        ----           
281         <                               TK_LT                   no        ----           
281         100                             TK_NUM                  yes       100            
281         )                               TK_CL                   no        ----           
282         c4c4                            TK_ID                   no        ----           
282         <---                            TK_ASSIGNOP             no        ----           
282         c4c4                            TK_ID                   no        ----           
282         +                               TK_PLUS                 no        ----           
282         0.01                            TK_RNUM                 yes       0.0100         
282         ;                               TK_SEM                  no        ----           
283         d2d2                            TK_ID                   no        ----           
283         <---                            TK_ASSIGNOP             no        ----           
283         d2d2                            TK_ID                   no        ----           
283         +                               TK_PLUS                 no        ----           
283         1                               TK_NUM                  yes       1              
283         ;                               TK_SEM                  no        ----           
284         endwhile                        TK_ENDWHILE             no        ----           
285         write                           TK_WRITE                no        ----           
285         (                               TK_OP                   no        ----           
285         c4c4                            TK_ID                   no        ----           
285         )                               TK_CL                   no        ----           
285         ;                               TK_SEM                  no        ----           
287         d2d2                            TK_ID                   no        ----           
287         <---                            TK_ASSIGNOP             no        ----           
287         0                               TK_NUM                  yes       0              
287         ;                               TK_SEM                  no        ----           
288         while                           TK_WHILE                no        ----           
288         (                               TK_OP                   no        ----           
288         d2d2                            TK_ID                   no        ----           
288         <                               TK_LT                   no        ----           
288         100                             TK_NUM                  yes       100            
288         )                               TK_CL                   no        ----           
289         c4c4                            TK_ID                   no        ----           
289         <---                            TK_ASSIGNOP             no        ----           
289         c4c4                            TK_ID                   no        ----           
289         -                               TK_MINUS                no        ----           
289         0.01                            TK_RNUM                 yes       0.0100         
289         ;                               TK_SEM                  no        ----           
290         d2d2                            TK_ID                   no        ----           
290         <---                            TK_ASSIGNOP             no        ----           
290         d2d2                            TK_ID                   no        ----           
290         +                               TK_PLUS                 no        ----           
290         1                               TK_NUM                  yes       1              
290         ;                               TK_SEM                  no        ----           
291         endwhile                        TK_ENDWHILE             no        ----           
292         write                           TK_WRITE                no        ----           
292         (                               TK_OP                   no        ----           
292         c4c4                            TK_ID                   no        ----           
292         )                               TK_CL                   no        ----           
292         ;                               TK_SEM                  no        ----           
294         d2d2                            TK_ID                   no        ----           
294         <---                            TK_ASSIGNOP             no        ----           
294         0                               TK_NUM                  yes       0              
294         ;                               TK_SEM                  no        ----           
295         while                           TK_WHILE                no        ----           
295         (                               TK_OP                   no        ----           
295         d2d2                            TK_ID                   no        ----           
295         <                               TK_LT                   no        ----           
295         100                             TK_NUM                  yes       100            
295         )                               TK_CL                   no        ----           
296         c4c4                            TK_ID                   no        ----           
296         <---                            TK_ASSIGNOP             no        ----           
296         c4c4                            TK_ID                   no        ----           
296         *                               TK_MUL                  no        ----           
296         1.01                            TK_RNUM                 yes       1.0100         
296         ;                               TK_SEM                  no        ----           
297         d2d2                            TK_ID                   no        ----           
297         <---                            TK_ASSIGNOP             no        ----           
297         d2d2                            TK_ID                   no        ----           
297         +                               TK_PLUS                 no        ----           
297         1                               TK_NUM                  yes       1              
297         ;                               TK_SEM                  no        ----           
298         endwhile                        TK_ENDWHILE             no        ----           
299         write                           TK_WRITE                no        ----           
299         (                               TK_OP                   no        ----           
299         c4c4                            TK_ID                   no        ----           
299         )                               TK_CL                   no        ----           
299         ;                               TK_SEM                  no        ----           
301         d2d2                            TK_ID                   no        ----           
301         <---                            TK_ASSIGNOP             no        ----           
301         0                               TK_NUM                  yes       0              
301         ;                               TK_SEM                  no        ----           
302         while                           TK_WHILE                no        ----           
302         (                               TK_OP                   no        ----           
302         d2d2                            TK_ID                   no        ----           
302         <                               TK_LT                   no        ----           
302         100                             TK_NUM                  yes       100            
302         )                               TK_CL                   no        ----           
303         c4c4                            TK_ID                   no        ----           
303         <---                            TK_ASSIGNOP             no        ----           
303         c4c4                            TK_ID                   no        ----           
303         /                               TK_DIV                  no        ----           
303         1.01                            TK_RNUM                 yes       1.0100         
303         ;                               TK_SEM                  no        ----           
304         d2d2                            TK_ID                   no        ----           
304         <---                            TK_ASSIGNOP             no        ----           
304         d2d2                            TK_ID                   no        ----           
304         +                               TK_PLUS                 no        ----           
304         1                               TK_NUM                  yes       1              
304         ;                               TK_SEM                  no        ----           
305         endwhile                        TK_ENDWHILE             no        ----           
306         write                           TK_WRITE                no        ----           
306         (                               TK_OP                   no        ----           
306         c4c4                            TK_ID                   no        ----           
306         )                               TK_CL                   no        ----           
306         ;                               TK_SEM                  no        ----           
308         %                               TK_COMMENT              no        ----           
309         %                               TK_COMMENT              no        ----           
310         %                               TK_COMMENT              no        ----           
311         %                               TK_COMMENT              no        ----           
